,CLOSEPRICE,CLOSEPRICE_ADJUSTED,CLOSEPRICE_G_ADJUSTED,DATES_GMT,DATES_LOC,LST_PX_RAW,MIDPRICE,MIDPRICE_ADJUSTED,MIDPRICE_G_ADJUSTED,MID_PX_RAW,MONTH,VOLUME,VOLUME_ADJUSTED,VOLUME_G_ADJUSTED,VWAP,VWAP_ADJUSTED,VWAP_G_ADJUSTED,YEAR
2011-04-01,70690.0,72440.0,72743.40218453914,1301616000.0,1301616000.0,70690.0,70690.0,72440.0,72743.40218453914,70690.0,3.0,4830.0,4830.0,4693.658665205628,0.0,21170.0,0.0,1302825600.0
2011-04-06,71260.0,73010.0,73329.95953699612,1302048000.0,1302048000.0,71260.0,71260.0,73010.0,73329.95953699612,71260.0,3.0,3670.0,3670.0,3566.403167971978,0.0,21170.0,0.0,1302825600.0
2011-04-07,71730.0,73480.0,73813.6120907765,1302134400.0,1302134400.0,71730.0,71730.0,73480.0,73813.6120907765,71730.0,3.0,2350.0,2350.0,2283.6641538785157,0.0,21170.0,0.0,1302825600.0
2011-04-08,72520.0,74270.0,74626.56000032226,1302220800.0,1302220800.0,72520.0,72520.0,74270.0,74626.56000032226,72520.0,3.0,2970.0,2970.0,2886.1627817102903,0.0,21170.0,0.0,1302825600.0
2011-04-11,73460.0,75210.0,75593.86510788294,1302480000.0,1302480000.0,73460.0,73460.0,75210.0,75593.86510788294,73460.0,3.0,2450.0,2450.0,2380.8413519158976,0.0,21170.0,0.0,1302825600.0
2011-04-12,72790.0,74540.0,74904.40295674928,1302566400.0,1302566400.0,72790.0,72790.0,74540.0,74904.40295674928,72790.0,3.0,3460.0,3460.0,3362.3310520934733,0.0,21170.0,0.0,1302825600.0
2011-04-13,72030.0,73780.0,74122.3264868066,1302652800.0,1302652800.0,72030.0,72030.0,73780.0,74122.3264868066,72030.0,3.0,3330.0,3330.0,3236.0006946448757,0.0,21170.0,0.0,1302825600.0
2011-04-14,71440.0,73190.0,73515.18817461417,1302739200.0,1302739200.0,71440.0,71440.0,73190.0,73515.18817461417,71440.0,3.0,2110.0,2110.0,2050.4388785887936,0.0,21170.0,0.0,1302825600.0
2011-04-15,71120.0,72870.0,73185.89281884878,1302825600.0,1302825600.0,71120.0,71120.0,72870.0,73185.89281884878,71120.0,4.0,11870.0,11870.0,11551.15237976948,0.0,21070.0,0.0,1302825600.0
2011-04-18,71160.0,72810.0,73124.23663281776,1303084800.0,1303084800.0,71160.0,71160.0,72810.0,73124.23663281776,71160.0,4.0,6160.0,6160.0,5994.532321767484,0.0,21070.0,0.0,1305504000.0
2011-04-19,70340.0,71990.0,72281.60209039351,1303171200.0,1303171200.0,70340.0,70340.0,71990.0,72281.60209039351,70340.0,4.0,9544.0,9544.0,9287.632545283917,0.0,21320.0,0.0,1305504000.0
2011-04-20,71150.0,72800.0,73113.9606018126,1303257600.0,1303257600.0,71150.0,71150.0,72800.0,73113.9606018126,71150.0,4.0,6320.0,6320.0,6150.234459995211,0.0,21630.0,0.0,1305504000.0
2011-04-21,71680.0,73330.0,73658.59024508687,1303344000.0,1303344000.0,71680.0,71680.0,73330.0,73658.59024508687,71680.0,4.0,5836.0,5836.0,5679.235491856333,0.0,21630.0,0.0,1305504000.0
2011-04-22,71680.0,73330.0,73658.59024508687,1303430400.0,1303430400.0,71680.0,71680.0,73330.0,73658.59024508687,71680.0,4.0,4510.0,4510.0,4388.85402129405,0.0,21630.0,0.0,1305504000.0
2011-04-25,71270.0,72920.0,73237.27297387466,1303689600.0,1303689600.0,71270.0,71270.0,72920.0,73237.27297387466,71270.0,4.0,4066.0,4066.0,3956.7805877121073,0.0,21630.0,0.0,1305504000.0
2011-04-26,70320.0,71970.0,72261.05002838316,1303776000.0,1303776000.0,70320.0,70320.0,71970.0,72261.05002838316,70320.0,4.0,6722.0,6722.0,6541.436082292374,0.0,21630.0,0.0,1305504000.0
2011-04-27,70550.0,72200.0,72497.39874150214,1303862400.0,1303862400.0,70550.0,70550.0,72200.0,72497.39874150214,70550.0,4.0,5568.0,5568.0,5418.4344103248995,0.0,21630.0,0.0,1305504000.0
2011-04-28,70730.0,72380.0,72682.36729959531,1303948800.0,1303948800.0,70730.0,70730.0,72380.0,72682.36729959531,70730.0,4.0,3970.0,3970.0,3863.359304775473,0.0,21630.0,0.0,1305504000.0
2011-04-29,70060.0,71710.0,71993.87322224872,1304035200.0,1304035200.0,70060.0,70060.0,71710.0,71993.87322224872,70060.0,4.0,7410.0,7410.0,7210.955276671604,0.0,21630.0,0.0,1305504000.0
2011-05-03,70070.0,71720.0,72004.14925325385,1304380800.0,1304380800.0,70070.0,70070.0,71720.0,72004.14925325385,70070.0,4.0,3514.0,3514.0,3419.6082108264523,0.0,21630.0,0.0,1305504000.0
2011-05-04,69460.0,71110.0,71377.3113619382,1304467200.0,1304467200.0,69460.0,69460.0,71110.0,71377.3113619382,69460.0,4.0,4680.0,4680.0,4554.287543161012,0.0,21630.0,0.0,1305504000.0
2011-05-05,68420.0,70070.0,70308.6041374001,1304553600.0,1304553600.0,68420.0,68420.0,70070.0,70308.6041374001,68420.0,4.0,4940.0,4940.0,4807.303517781065,0.0,21630.0,0.0,1305504000.0
2011-05-06,67240.0,68890.0,69096.03247878961,1304640000.0,1304640000.0,67240.0,67240.0,68890.0,69096.03247878961,67240.0,4.0,6720.0,6720.0,6539.489805564526,0.0,21630.0,0.0,1305504000.0
2011-05-09,67790.0,69440.0,69661.21418407418,1304899200.0,1304899200.0,67790.0,67790.0,69440.0,69661.21418407418,67790.0,4.0,4080.0,4080.0,3970.4045248070342,0.0,21630.0,0.0,1305504000.0
2011-05-10,67740.0,69390.0,69609.8340290483,1304985600.0,1304985600.0,67740.0,67740.0,69390.0,69609.8340290483,67740.0,4.0,4450.0,4450.0,4330.465719458652,0.0,21630.0,0.0,1305504000.0
2011-05-11,67870.0,69520.0,69743.42243211555,1305072000.0,1305072000.0,67870.0,67870.0,69520.0,69743.42243211555,67870.0,4.0,2800.0,2800.0,2724.7874189852187,0.0,22900.0,0.0,1305504000.0
2011-05-12,66100.0,67750.0,67924.56494419975,1305158400.0,1305158400.0,66100.0,66100.0,67750.0,67924.56494419975,66100.0,4.0,4900.0,4900.0,4768.377983224135,0.0,22900.0,0.0,1305504000.0
2011-05-13,66710.0,68360.0,68551.40283551539,1305244800.0,1305244800.0,66710.0,66710.0,68360.0,68551.40283551539,66710.0,4.0,1620.0,1620.0,1576.4841495557346,0.0,22900.0,0.0,1305504000.0
2011-05-16,66240.0,67890.0,68068.42937827225,1305504000.0,1305504000.0,66240.0,66240.0,67890.0,68068.42937827225,66240.0,5.0,7468.0,7468.0,7327.7395197136075,0.0,22350.0,0.0,1305504000.0
2011-05-17,66350.0,67450.0,67620.00732517384,1305590400.0,1305590400.0,66350.0,66350.0,67450.0,67620.00732517384,66350.0,5.0,6720.0,6720.0,6593.78810558054,0.0,22350.0,0.0,1308096000.0
2011-05-18,67210.0,68310.0,68496.46861077523,1305676800.0,1305676800.0,67210.0,67210.0,68310.0,68496.46861077523,67210.0,5.0,6122.0,6122.0,6007.019461661315,0.0,22350.0,0.0,1308096000.0
2011-05-19,67990.0,69090.0,69291.39861399507,1305763200.0,1305763200.0,67990.0,67990.0,69090.0,69291.39861399507,67990.0,5.0,6254.0,6254.0,6136.540299449512,0.0,22330.0,0.0,1308096000.0
2011-05-20,67620.0,68720.0,68914.31643298054,1305849600.0,1305849600.0,67620.0,67620.0,68720.0,68914.31643298054,67620.0,5.0,5376.0,5376.0,5275.0304844644315,0.0,22330.0,0.0,1308096000.0
2011-05-23,67210.0,68310.0,68496.46861077523,1306108800.0,1306108800.0,67210.0,67210.0,68310.0,68496.46861077523,67210.0,5.0,6848.0,6848.0,6719.384069496356,0.0,22330.0,0.0,1308096000.0
2011-05-24,67150.0,68250.0,68435.32014898906,1306195200.0,1306195200.0,67150.0,67150.0,68250.0,68435.32014898906,67150.0,5.0,5612.0,5612.0,5506.598042934223,0.0,22330.0,0.0,1308096000.0
2011-05-25,67680.0,68780.0,68975.46489476663,1306281600.0,1306281600.0,67680.0,67680.0,68780.0,68975.46489476663,67680.0,5.0,8472.0,8472.0,8312.88286167832,0.0,22330.0,0.0,1308096000.0
2011-05-26,68530.0,69630.0,69841.73477007028,1306368000.0,1306368000.0,68530.0,68530.0,69630.0,69841.73477007028,68530.0,5.0,5224.0,5224.0,5125.885277314395,0.0,22330.0,0.0,1308096000.0
2011-05-27,68700.0,69800.0,70014.98874513098,1306454400.0,1306454400.0,68700.0,68700.0,69800.0,70014.98874513098,68700.0,5.0,5052.0,5052.0,4957.115700802513,0.0,22330.0,0.0,1308096000.0
2011-05-30,68860.0,69960.0,70178.05130989407,1306713600.0,1306713600.0,68860.0,68860.0,69960.0,70178.05130989407,68860.0,5.0,8162.0,8162.0,8008.705136569693,0.0,22330.0,0.0,1308096000.0
2011-05-31,68950.0,70050.0,70269.77400257325,1306800000.0,1306800000.0,68950.0,68950.0,70050.0,70269.77400257325,68950.0,5.0,5712.0,5712.0,5604.719889743449,0.0,22330.0,0.0,1308096000.0
2011-06-01,69120.0,70220.0,70443.02797763399,1306886400.0,1306886400.0,69120.0,69120.0,70220.0,70443.02797763399,69120.0,5.0,3840.0,3840.0,3767.8789174745934,0.0,22330.0,0.0,1308096000.0
2011-06-02,68390.0,69490.0,69699.05502590263,1306972800.0,1306972800.0,68390.0,68390.0,69490.0,69699.05502590263,68390.0,5.0,4640.0,4640.0,4552.853691948467,0.0,22330.0,0.0,1308096000.0
2011-06-03,68940.0,70040.0,70259.58259227556,1307059200.0,1307059200.0,68940.0,68940.0,70040.0,70259.58259227556,68940.0,5.0,3040.0,3040.0,2982.904143000718,0.0,22330.0,0.0,1308096000.0
2011-06-07,69000.0,70100.0,70320.73105406169,1307404800.0,1307404800.0,69000.0,69000.0,70100.0,70320.73105406169,69000.0,5.0,3030.0,3030.0,2973.091958319796,0.0,22330.0,0.0,1308096000.0
2011-06-08,68650.0,69750.0,69964.03169364257,1307491200.0,1307491200.0,68650.0,68650.0,69750.0,69964.03169364257,68650.0,5.0,5330.0,5330.0,5229.894434932182,0.0,22330.0,0.0,1308096000.0
2011-06-09,68600.0,69700.0,69913.07464215408,1307577600.0,1307577600.0,68600.0,68600.0,69700.0,69913.07464215408,68600.0,5.0,3840.0,3840.0,3767.8789174745934,0.0,22330.0,0.0,1308096000.0
2011-06-10,68600.0,69700.0,69913.07464215408,1307664000.0,1307664000.0,68600.0,68600.0,69700.0,69913.07464215408,68600.0,5.0,4030.0,4030.0,3954.3104264121366,0.0,22330.0,0.0,1308096000.0
2011-06-13,68170.0,69270.0,69474.84399935341,1307923200.0,1307923200.0,68170.0,68170.0,69270.0,69474.84399935341,68170.0,5.0,5370.0,5370.0,5269.143173655875,0.0,22330.0,0.0,1308096000.0
2011-06-14,68380.0,69480.0,69688.86361560496,1308009600.0,1308009600.0,68380.0,68380.0,69480.0,69688.86361560496,68380.0,5.0,5020.0,5020.0,4925.716709823551,0.0,23280.0,0.0,1308096000.0
2011-06-15,68930.0,70030.0,70249.39118197786,1308096000.0,1308096000.0,68930.0,68930.0,70030.0,70249.39118197786,68930.0,6.0,11034.0,11034.0,10895.874926761879,0.0,22840.0,0.0,1308096000.0
2011-06-16,68680.0,69340.0,69550.64417440162,1308182400.0,1308182400.0,68680.0,68680.0,69340.0,69550.64417440162,68680.0,6.0,7974.0,7974.0,7874.180411999209,0.0,22840.0,0.0,1310688000.0
2011-06-17,68770.0,69430.0,69641.78508843329,1308268800.0,1308268800.0,68770.0,68770.0,69430.0,69641.78508843329,68770.0,6.0,6210.0,6210.0,6132.262397606606,0.0,22840.0,0.0,1310688000.0
2011-06-20,68280.0,68940.0,69145.57344537192,1308528000.0,1308528000.0,68280.0,68280.0,68940.0,69145.57344537192,68280.0,6.0,7868.0,7868.0,7769.507334036841,0.0,22700.0,0.0,1310688000.0
2011-06-21,68380.0,69040.0,69246.8411276293,1308614400.0,1308614400.0,68380.0,68380.0,69040.0,69246.8411276293,68380.0,6.0,7788.0,7788.0,7690.508784631284,0.0,22700.0,0.0,1310688000.0
2011-06-22,68340.0,69000.0,69206.3340547263,1308700800.0,1308700800.0,68340.0,68340.0,69000.0,69206.3340547263,68340.0,6.0,4266.0,4266.0,4212.597647051494,0.0,22700.0,0.0,1310688000.0
2011-06-23,67920.0,68580.0,68781.00978924516,1308787200.0,1308787200.0,67920.0,67920.0,68580.0,68781.00978924516,67920.0,6.0,7446.0,7446.0,7352.789985922513,0.0,22700.0,0.0,1310688000.0
2011-06-24,68640.0,69300.0,69510.13710149865,1308873600.0,1308873600.0,68640.0,68640.0,69300.0,69510.13710149865,68640.0,6.0,7244.0,7244.0,7153.318648673473,0.0,22700.0,0.0,1310688000.0
2011-06-27,68000.0,68660.0,68862.02393505114,1309132800.0,1309132800.0,68000.0,68000.0,68660.0,68862.02393505114,68000.0,6.0,6482.0,6482.0,6400.857465585511,0.0,22700.0,0.0,1310688000.0
2011-06-28,68260.0,68920.0,69125.31990892047,1309219200.0,1309219200.0,68260.0,68260.0,68920.0,69125.31990892047,68260.0,6.0,4494.0,4494.0,4437.743512857338,0.0,22700.0,0.0,1310688000.0
2011-06-29,68710.0,69370.0,69581.02447907884,1309305600.0,1309305600.0,68710.0,68710.0,69370.0,69581.02447907884,68710.0,6.0,6872.0,6872.0,6785.975393937617,0.0,22700.0,0.0,1310688000.0
2011-06-30,69770.0,70430.0,70654.46191100766,1309392000.0,1309392000.0,69770.0,69770.0,70430.0,70654.46191100766,69770.0,6.0,10082.0,10082.0,9955.792188835718,0.0,22700.0,0.0,1310688000.0
2011-07-01,70080.0,70740.0,70968.3917260057,1309478400.0,1309478400.0,70080.0,70080.0,70740.0,70968.3917260057,70080.0,6.0,4780.0,4780.0,4720.163326982215,0.0,22700.0,0.0,1310688000.0
2011-07-04,70780.0,71440.0,71677.26550180759,1309737600.0,1309737600.0,70780.0,70780.0,71440.0,71677.26550180759,70780.0,6.0,2890.0,2890.0,2853.8225972758596,0.0,22700.0,0.0,1310688000.0
2011-07-05,70480.0,71140.0,71373.46245503529,1309824000.0,1309824000.0,70480.0,70480.0,71140.0,71373.46245503529,70480.0,6.0,2480.0,2480.0,2448.9550315723654,0.0,22700.0,0.0,1310688000.0
2011-07-06,70780.0,71440.0,71677.26550180759,1309910400.0,1309910400.0,70780.0,70780.0,71440.0,71677.26550180759,70780.0,6.0,2600.0,2600.0,2567.452855680704,0.0,22700.0,0.0,1310688000.0
2011-07-07,70980.0,71640.0,71879.80086632245,1309996800.0,1309996800.0,70980.0,70980.0,71640.0,71879.80086632245,70980.0,6.0,2790.0,2790.0,2755.0744105189083,0.0,22700.0,0.0,1310688000.0
2011-07-08,71960.0,72620.0,72872.22415244528,1310083200.0,1310083200.0,71960.0,71960.0,72620.0,72872.22415244528,71960.0,6.0,2820.0,2820.0,2784.6988665459958,0.0,22700.0,0.0,1310688000.0
2011-07-11,71640.0,72300.0,72548.16756922145,1310342400.0,1310342400.0,71640.0,71640.0,72300.0,72548.16756922145,71640.0,6.0,1950.0,1950.0,1925.5896417605275,0.0,22700.0,0.0,1310688000.0
2011-07-12,71130.0,71790.0,72031.7023897086,1310428800.0,1310428800.0,71130.0,71130.0,71790.0,72031.7023897086,71130.0,6.0,3660.0,3660.0,3614.1836353043777,0.0,22700.0,0.0,1310688000.0
2011-07-13,71790.0,72450.0,72700.06909260759,1310515200.0,1310515200.0,71790.0,71790.0,72450.0,72700.06909260759,71790.0,6.0,2380.0,2380.0,2350.2068448154128,0.0,22700.0,0.0,1310688000.0
2011-07-14,71750.0,72410.0,72659.56201970468,1310601600.0,1310601600.0,71750.0,71750.0,72410.0,72659.56201970468,71750.0,6.0,2450.0,2450.0,2419.330575545279,0.0,23270.0,0.0,1310688000.0
2011-07-15,71720.0,72380.0,72629.18171502747,1310688000.0,1310688000.0,71720.0,71720.0,72380.0,72629.18171502747,71720.0,7.0,4110.0,4110.0,4050.0621520721047,0.0,23420.0,0.0,1310688000.0
2011-07-18,71900.0,72710.0,72964.06546472645,1310947200.0,1310947200.0,71900.0,71900.0,72710.0,72964.06546472645,71900.0,7.0,4164.0,4164.0,4103.274647500787,0.0,23420.0,0.0,1313366400.0
2011-07-19,72090.0,72900.0,73156.87732061378,1311033600.0,1311033600.0,72090.0,72090.0,72900.0,73156.87732061378,72090.0,7.0,5352.0,5352.0,5273.949546931855,0.0,23070.0,0.0,1313366400.0
2011-07-20,72340.0,73150.0,73410.5771309918,1311120000.0,1311120000.0,72340.0,72340.0,73150.0,73410.5771309918,72340.0,7.0,6290.0,6290.0,6198.270300859738,0.0,23070.0,0.0,1313366400.0
2011-07-21,72040.0,72850.0,73106.13735853817,1311206400.0,1311206400.0,72040.0,72040.0,72850.0,73106.13735853817,72040.0,7.0,4066.0,4066.0,4006.703822463546,0.0,23070.0,0.0,1313366400.0
2011-07-22,71660.0,72470.0,72720.51364676357,1311292800.0,1311292800.0,71660.0,71660.0,72470.0,72720.51364676357,71660.0,7.0,5110.0,5110.0,5035.47873408478,0.0,23070.0,0.0,1313366400.0
2011-07-25,71500.0,72310.0,72558.14576812154,1311552000.0,1311552000.0,71500.0,71500.0,72310.0,72558.14576812154,71500.0,7.0,4488.0,4488.0,4422.549620072896,0.0,23070.0,0.0,1313366400.0
2011-07-26,71980.0,72790.0,73045.24940404743,1311638400.0,1311638400.0,71980.0,71980.0,72790.0,73045.24940404743,71980.0,7.0,4540.0,4540.0,4473.791282337559,0.0,23070.0,0.0,1313366400.0
2011-07-27,72300.0,73110.0,73369.98516133131,1311724800.0,1311724800.0,72300.0,72300.0,73110.0,73369.98516133131,72300.0,7.0,4328.0,4328.0,4264.882966950872,0.0,23070.0,0.0,1313366400.0
2011-07-28,72210.0,73020.0,73278.6532295952,1311811200.0,1311811200.0,72210.0,72210.0,73020.0,73278.6532295952,72210.0,7.0,4696.0,4696.0,4627.516269131536,0.0,23070.0,0.0,1313366400.0
2011-07-29,72480.0,73290.0,73552.64902480353,1311897600.0,1311897600.0,72480.0,72480.0,73290.0,73552.64902480353,72480.0,7.0,8230.0,8230.0,8109.978469964334,0.0,23070.0,0.0,1313366400.0
2011-08-01,72490.0,73300.0,73562.79701721866,1312156800.0,1312156800.0,72490.0,72490.0,73300.0,73562.79701721866,72490.0,7.0,5570.0,5570.0,5488.770361810613,0.0,23070.0,0.0,1313366400.0
2011-08-02,71880.0,72690.0,72943.76947989625,1312243200.0,1312243200.0,71880.0,71880.0,72690.0,72943.76947989625,71880.0,7.0,4740.0,4740.0,4670.874598740092,0.0,23070.0,0.0,1313366400.0
2011-08-03,71880.0,72690.0,72943.76947989625,1312329600.0,1312329600.0,71880.0,71880.0,72690.0,72943.76947989625,71880.0,7.0,4050.0,4050.0,3990.9371571513443,0.0,23070.0,0.0,1313366400.0
2011-08-04,71400.0,72210.0,72456.66584397035,1312416000.0,1312416000.0,71400.0,71400.0,72210.0,72456.66584397035,71400.0,7.0,5350.0,5350.0,5271.978713767825,0.0,23070.0,0.0,1313366400.0
2011-08-05,69310.0,70120.0,70335.73542920986,1312502400.0,1312502400.0,69310.0,69310.0,70120.0,70335.73542920986,69310.0,7.0,6590.0,6590.0,6493.895275463544,0.0,23070.0,0.0,1313366400.0
2011-08-08,67940.0,68750.0,68945.4604683382,1312761600.0,1312761600.0,67940.0,67940.0,68750.0,68945.4604683382,67940.0,7.0,4650.0,4650.0,4582.187106358945,0.0,23070.0,0.0,1313366400.0
2011-08-09,65050.0,65860.0,66012.690660368,1312848000.0,1312848000.0,65050.0,65050.0,65860.0,66012.690660368,65050.0,7.0,4110.0,4110.0,4050.0621520721047,0.0,23070.0,0.0,1313366400.0
2011-08-10,67080.0,67890.0,68072.7331206377,1312934400.0,1312934400.0,67080.0,67080.0,67890.0,68072.7331206377,67080.0,7.0,1660.0,1660.0,1635.791526141045,0.0,23070.0,0.0,1313366400.0
2011-08-11,66780.0,67590.0,67768.29334818406,1313020800.0,1313020800.0,66780.0,66780.0,67590.0,67768.29334818406,66780.0,7.0,1890.0,1890.0,1862.437340003961,0.0,23070.0,0.0,1313366400.0
2011-08-12,67080.0,67890.0,68072.7331206377,1313107200.0,1313107200.0,67080.0,67080.0,67890.0,68072.7331206377,67080.0,7.0,2290.0,2290.0,2256.6039728090327,0.0,23240.0,0.0,1313366400.0
2011-08-15,67340.0,68150.0,68336.58092343093,1313366400.0,1313366400.0,67340.0,67340.0,68150.0,68336.58092343093,67340.0,8.0,5994.0,5994.0,5897.81570212871,0.0,23340.0,0.0,1313366400.0
2011-08-16,66840.0,67750.0,67930.05753899642,1313452800.0,1313452800.0,66840.0,66840.0,67750.0,67930.05753899642,66840.0,8.0,6020.0,6020.0,5923.398486288765,0.0,23340.0,0.0,1316044800.0
2011-08-17,66860.0,67770.0,67950.38370821817,1313539200.0,1313539200.0,66860.0,66860.0,67770.0,67950.38370821817,66860.0,8.0,4580.0,4580.0,4506.505825116698,0.0,23340.0,0.0,1316044800.0
2011-08-18,67040.0,67950.0,68133.31923121358,1313625600.0,1313625600.0,67040.0,67040.0,67950.0,68133.31923121358,67040.0,8.0,3768.0,3768.0,3707.535796733562,0.0,23340.0,0.0,1316044800.0
2011-08-19,66400.0,67310.0,67482.88181611849,1313712000.0,1313712000.0,66400.0,66400.0,67310.0,67482.88181611849,66400.0,8.0,5752.0,5752.0,5659.699018792853,0.0,22510.0,0.0,1316044800.0
2011-08-22,66710.0,67620.0,67797.93743905531,1313971200.0,1313971200.0,66710.0,66710.0,67620.0,67797.93743905531,66710.0,8.0,5066.0,5066.0,4984.707098262273,0.0,22510.0,0.0,1316044800.0
2011-08-23,66490.0,67400.0,67574.34957761627,1314057600.0,1314057600.0,66490.0,66490.0,67400.0,67574.34957761627,66490.0,8.0,4198.0,4198.0,4130.635688611334,0.0,22510.0,0.0,1316044800.0
2011-08-24,66660.0,67570.0,67747.12201600098,1314144000.0,1314144000.0,66660.0,66660.0,67570.0,67747.12201600098,66660.0,8.0,2284.0,2284.0,2247.3491931367994,0.0,22510.0,0.0,1316044800.0
2011-08-25,66910.0,67820.0,68001.19913127249,1314230400.0,1314230400.0,66910.0,66910.0,67820.0,68001.19913127249,66910.0,8.0,3790.0,3790.0,3729.182767945914,0.0,22510.0,0.0,1316044800.0
2011-08-26,67270.0,68180.0,68367.07017726345,1314316800.0,1314316800.0,67270.0,67270.0,68180.0,68367.07017726345,67270.0,8.0,5742.0,5742.0,5649.859486423601,0.0,22510.0,0.0,1316044800.0
2011-08-29,67390.0,68300.0,68489.0271925938,1314576000.0,1314576000.0,67390.0,67390.0,68300.0,68489.0271925938,67390.0,8.0,4246.0,4246.0,4177.865443983734,0.0,22510.0,0.0,1316044800.0
2011-08-30,68210.0,69120.0,69322.40013068437,1314662400.0,1314662400.0,68210.0,68210.0,69120.0,69322.40013068437,68210.0,8.0,6490.0,6490.0,6385.856507643536,0.0,22510.0,0.0,1316044800.0
2011-08-31,68230.0,69140.0,69342.72629990612,1314748800.0,1314748800.0,68230.0,68230.0,69140.0,69342.72629990612,68230.0,8.0,2944.0,2944.0,2896.7583295073287,0.0,22510.0,0.0,1316044800.0
2011-09-01,68450.0,69360.0,69566.31416134512,1314835200.0,1314835200.0,68450.0,68450.0,69360.0,69566.31416134512,68450.0,8.0,2800.0,2800.0,2755.0690633901204,0.0,22510.0,0.0,1316044800.0
2011-09-02,67980.0,68890.0,69088.64918463463,1314921600.0,1314921600.0,67980.0,67980.0,68890.0,69088.64918463463,67980.0,8.0,3440.0,3440.0,3384.7991350221478,0.0,22510.0,0.0,1316044800.0
2011-09-05,67640.0,68550.0,68743.10430786533,1315180800.0,1315180800.0,67640.0,67640.0,68550.0,68743.10430786533,67640.0,8.0,3130.0,3130.0,3079.7736315753873,0.0,22510.0,0.0,1316044800.0
2011-09-06,66930.0,67840.0,68021.52530049412,1315267200.0,1315267200.0,66930.0,66930.0,67840.0,68021.52530049412,66930.0,8.0,5320.0,5320.0,5234.631220441234,0.0,22510.0,0.0,1316044800.0
2011-09-07,67490.0,68400.0,68590.65803870247,1315353600.0,1315353600.0,67490.0,67490.0,68400.0,68590.65803870247,67490.0,8.0,3460.0,3460.0,3404.478199760653,0.0,22510.0,0.0,1316044800.0
2011-09-08,67970.0,68880.0,69078.48610002371,1315440000.0,1315440000.0,67970.0,67970.0,68880.0,69078.48610002371,67970.0,8.0,2670.0,2670.0,2627.155142589866,0.0,22510.0,0.0,1316044800.0
2011-09-09,67900.0,68810.0,69007.34450774766,1315526400.0,1315526400.0,67900.0,67900.0,68810.0,69007.34450774766,67900.0,8.0,2750.0,2750.0,2705.87140154387,0.0,22510.0,0.0,1316044800.0
2011-09-13,66840.0,67750.0,67930.05753899642,1315872000.0,1315872000.0,66840.0,66840.0,67750.0,67930.05753899642,66840.0,8.0,4320.0,4320.0,4250.677983516188,0.0,22510.0,0.0,1316044800.0
2011-09-14,66220.0,67130.0,67299.94629312292,1315958400.0,1315958400.0,66220.0,66220.0,67130.0,67299.94629312292,66220.0,8.0,3140.0,3140.0,3089.6131639446357,0.0,22510.0,0.0,1316044800.0
2011-09-15,65330.0,66240.0,66395.4317627564,1316044800.0,1316044800.0,65330.0,65330.0,66240.0,66395.4317627564,65330.0,9.0,13448.0,13448.0,13250.432095141434,0.0,22030.0,0.0,1316044800.0
2011-09-16,65740.0,66560.0,66720.20305844706,1316131200.0,1316131200.0,65740.0,65740.0,66560.0,66720.20305844706,65740.0,9.0,9706.0,9706.0,9563.406745645649,0.0,22030.0,0.0,1318809600.0
2011-09-19,64290.0,65110.0,65248.5831248488,1316390400.0,1316390400.0,64290.0,64290.0,65110.0,65248.5831248488,64290.0,9.0,9034.0,9034.0,8901.279264389332,0.0,22030.0,0.0,1318809600.0
2011-09-20,63260.0,64080.0,64203.225516844504,1316476800.0,1316476800.0,63260.0,63260.0,64080.0,64203.225516844504,63260.0,9.0,10958.0,10958.0,10797.013302986294,0.0,20210.0,0.0,1318809600.0
2011-09-21,62930.0,63750.0,63868.30511816353,1316563200.0,1316563200.0,62930.0,62930.0,63750.0,63868.30511816353,62930.0,9.0,9690.0,9690.0,9547.64180561574,0.0,20210.0,0.0,1318809600.0
2011-09-22,61030.0,61850.0,61939.97555000032,1316649600.0,1316649600.0,61030.0,61030.0,61850.0,61939.97555000032,61030.0,9.0,10564.0,10564.0,10408.801654749705,0.0,20210.0,0.0,1318809600.0
2011-09-23,57640.0,58460.0,58499.42963627754,1316736000.0,1316736000.0,57640.0,57640.0,58460.0,58499.42963627754,57640.0,9.0,7540.0,7540.0,7429.227989096252,0.0,20210.0,0.0,1318809600.0
2011-09-26,55150.0,55970.0,55972.30299168473,1316995200.0,1316995200.0,55150.0,55150.0,55970.0,55972.30299168473,55150.0,9.0,8288.0,8288.0,8166.238935494652,0.0,20210.0,0.0,1318809600.0
2011-09-27,55370.0,56190.0,56195.58325747204,1317081600.0,1317081600.0,55370.0,55370.0,56190.0,56195.58325747204,55370.0,9.0,13286.0,13286.0,13090.812077338578,0.0,20210.0,0.0,1318809600.0
2011-09-28,55370.0,56190.0,56195.58325747204,1317168000.0,1317168000.0,55370.0,55370.0,56190.0,56195.58325747204,55370.0,9.0,7902.0,7902.0,7785.909757273022,0.0,20210.0,0.0,1318809600.0
2011-09-29,52680.0,53500.0,53465.47455307254,1317254400.0,1317254400.0,52680.0,52680.0,53500.0,53465.47455307254,52680.0,9.0,8364.0,8364.0,8241.122400636747,0.0,20210.0,0.0,1318809600.0
2011-09-30,53480.0,54300.0,54277.40279229917,1317340800.0,1317340800.0,53480.0,53480.0,54300.0,54277.40279229917,53480.0,9.0,5578.0,5578.0,5496.052217928233,0.0,20210.0,0.0,1318809600.0
